area,rooms,floor,elev,parking,price
146,6,8,1,1,1801000
162,7,12,0,1,1750000
172,8,2,0,1,1928000
45,1,7,0,1,619000
136,6,1,0,1,1631000
180,8,6,1,2,2318000
187,8,2,0,1,2107000
149,6,4,0,1,1534000
204,9,5,1,2,2506000
170,8,3,1,0,1973000
123,5,7,0,0,1261000
160,7,11,0,1,1706000
50,2,11,1,1,879000
53,2,10,0,1,636000
133,6,9,1,2,1899000
67,2,1,1,0,834000
61,2,7,1,2,1154000
179,8,9,0,0,1750000
175,8,8,0,1,1865000
189,8,11,0,1,1947000
129,5,3,1,2,1718000
196,9,2,0,0,2175000
67,2,8,0,1,809000
130,6,3,1,0,1539000
122,5,5,0,1,1360000
91,4,2,1,2,1388000
51,2,6,1,2,1019000
119,5,8,1,0,1515000
57,2,5,0,2,732000
260,12,12,1,1,2948000
192,9,7,1,1,2354000
108,4,7,0,2,1200000
257,12,6,1,2,3028000
76,3,3,0,1,1077000
58,2,3,1,1,901000
126,5,3,0,1,1418000
131,6,12,0,0,1274000
172,8,4,1,0,2035000
92,4,12,1,2,1463000
88,3,11,0,0,941000
49,1,8,0,1,517000
148,6,9,0,2,1753000
235,11,8,0,0,2363000
59,2,8,0,0,537000
67,2,11,0,1,755000
251,12,10,0,1,2578000
240,11,11,1,2,2937000
243,11,9,0,0,2441000
199,9,6,0,2,2205000
134,6,11,1,2,1777000
89,3,9,1,2,1301000
182,8,1,1,2,2270000
147,6,5,0,1,1467000
112,5,10,1,1,1434000
110,5,7,1,2,1638000
216,10,6,0,0,2252000
86,3,7,1,2,1256000
123,5,11,0,1,1357000
49,1,1,1,2,879000
182,8,8,0,0,1835000
256,12,1,1,2,2971000
132,6,5,0,2,1551000
235,11,8,0,0,2436000
163,7,4,0,2,1720000
208,9,6,1,1,2444000
156,7,3,0,1,1830000
110,5,12,1,1,1561000
256,12,3,1,1,2923000
165,7,3,1,1,1947000
104,4,11,1,2,1492000
247,11,5,0,0,2463000
82,3,5,0,0,871000
206,9,12,1,2,2430000
188,8,10,1,2,2292000
90,4,8,0,1,1060000
202,9,2,0,1,2244000
122,5,12,0,0,1173000
201,9,7,1,0,2290000
233,11,1,1,2,2877000
165,7,8,1,2,2168000
230,11,6,0,2,2567000
87,3,9,1,0,1125000
44,1,10,0,1,462000
65,2,1,0,1,838000
199,9,9,1,0,2295000
71,3,7,1,0,1022000
53,2,8,1,1,983000
128,5,2,1,1,1679000
247,11,3,1,2,2966000
127,5,2,1,1,1557000
89,3,9,1,2,1284000
183,8,5,0,1,1998000
246,11,12,1,2,2931000
224,10,1,1,1,2602000
188,8,7,1,1,2280000
176,8,1,0,0,1873000
87,3,5,0,0,786000
227,10,10,1,2,2689000
172,8,5,1,1,2111000
183,8,7,1,0,2034000
65,2,1,0,2,1006000
68,2,5,0,0,629000
179,8,10,0,2,1979000
124,5,9,1,0,1445000
59,2,8,1,2,963000
196,9,6,1,1,2321000
118,5,9,0,0,1234000
115,5,7,0,1,1270000
238,11,7,0,1,2501000
236,11,3,0,1,2593000
258,12,6,0,2,2697000
197,9,4,0,2,2150000
132,6,9,0,1,1406000
159,7,9,0,1,1666000
102,4,9,0,1,1143000
134,6,5,0,2,1611000
76,3,4,0,0,761000
244,11,5,0,0,2400000
242,11,8,1,2,2783000
180,8,3,1,1,2153000
186,8,7,1,2,2313000
161,7,5,0,2,1895000
124,5,3,0,1,1475000
252,12,12,1,2,3118000
115,5,1,0,1,1386000
57,2,8,0,0,566000
163,7,11,0,1,1701000
216,10,8,0,0,2112000
75,3,10,1,0,1009000
47,1,10,1,2,901000
220,10,11,0,1,2379000
129,5,4,1,1,1543000
104,4,4,0,2,1266000
210,10,7,1,0,2438000
200,9,12,0,0,2093000
65,2,2,0,1,939000
113,5,5,1,0,1457000
53,2,4,1,1,836000
59,2,12,0,1,695000
82,3,9,1,1,1122000
121,5,10,0,2,1450000
195,9,9,1,2,2445000
176,8,5,0,1,1902000
160,7,5,1,2,2061000
253,12,1,1,2,3088000
99,4,4,0,2,1325000
81,3,7,0,2,1069000
41,1,9,0,0,391000
70,3,1,0,0,828000
243,11,4,1,0,2645000
54,2,11,1,2,1039000
163,7,1,1,0,1903000
194,9,4,1,2,2347000
250,12,3,1,0,2788000
243,11,3,1,1,2833000
188,8,6,1,1,2209000
178,8,6,1,0,2076000
168,7,8,0,2,1767000
230,11,1,1,1,2752000
148,6,9,0,2,1761000
256,12,9,0,2,2771000
122,5,6,0,2,1502000
209,9,2,0,2,2376000
165,7,12,1,2,2066000
196,9,7,0,2,2174000
189,8,11,1,0,2168000
117,5,5,1,1,1576000
62,2,5,1,0,899000
182,8,2,0,0,1917000
143,6,12,1,2,1878000
180,8,11,0,2,2060000
203,9,10,1,1,2445000
192,9,2,1,0,2138000
77,3,7,1,2,1267000
139,6,9,1,0,1678000
62,2,5,1,1,878000
193,9,6,1,2,2437000
177,8,7,1,1,2138000
94,4,11,1,2,1443000
236,11,7,0,1,2423000
200,9,8,0,0,2035000
216,10,10,1,1,2546000
159,7,3,0,1,1857000
258,12,5,0,1,2630000
40,1,3,0,0,502000
61,2,6,0,1,695000
164,7,4,1,1,1968000
192,9,10,0,2,2209000
40,1,5,1,1,820000
82,3,7,0,1,1019000
92,4,6,0,0,951000
77,3,2,0,1,1029000
222,10,7,1,0,2389000
215,10,11,0,1,2343000
180,8,9,1,2,2284000
208,9,3,1,2,2402000
257,12,12,1,0,2845000
213,10,9,0,1,2294000
107,4,8,1,2,1444000
41,1,6,0,0,436000
46,1,12,0,2,681000
195,9,10,0,2,2098000
143,6,10,1,1,1810000
194,9,5,1,0,2190000
176,8,8,0,0,1858000
46,1,2,0,0,539000
241,11,6,1,1,2857000
134,6,3,1,2,1831000
212,10,1,1,2,2616000
237,11,6,0,2,2610000
105,4,11,0,2,1136000
251,12,1,1,2,3054000
94,4,9,0,1,1111000
185,8,7,1,2,2210000
138,6,9,0,1,1500000
90,4,6,0,1,1054000
104,4,11,1,2,1548000
231,11,3,0,2,2745000
53,2,6,1,2,991000
104,4,11,0,0,1048000
258,12,11,1,2,3060000
198,9,10,0,0,2084000
143,6,7,1,2,1824000
226,10,7,0,1,2339000
253,12,8,0,0,2449000
42,1,7,0,1,487000
40,1,4,0,0,331000
245,11,2,0,0,2590000
153,7,7,0,1,1634000
137,6,11,1,2,1879000
247,11,9,0,0,2441000
112,5,10,1,2,1603000
130,6,9,1,1,1717000
115,5,5,0,2,1356000
92,4,12,0,1,1091000
229,10,11,1,1,2644000
198,9,7,1,2,2387000
135,6,12,1,2,1895000
143,6,10,0,2,1642000
82,3,5,0,2,890000
101,4,2,1,2,1478000
127,5,6,1,0,1507000
228,10,3,0,1,2497000
133,6,6,0,1,1430000
74,3,4,0,2,1020000
58,2,4,0,1,680000
64,2,1,1,1,990000
214,10,7,0,1,2378000
58,2,6,0,1,798000
59,2,7,1,0,917000
209,9,12,1,2,2523000
228,10,1,0,1,2466000
243,11,6,1,2,2957000
70,3,6,1,2,1226000
124,5,11,0,1,1326000
111,5,12,1,0,1398000
240,11,1,0,0,2485000
226,10,9,1,1,2581000
164,7,4,0,1,1706000
223,10,10,1,2,2647000
219,10,5,1,0,2518000
157,7,10,0,1,1822000
239,11,5,1,1,2830000
81,3,8,0,2,1014000
234,11,6,0,0,2441000
136,6,9,0,1,1390000
55,2,4,0,2,630000
175,8,5,1,0,2009000
221,10,5,0,1,2254000
53,2,12,1,2,1057000
260,12,3,1,2,3125000
177,8,11,0,2,1987000
105,4,9,0,1,1245000
139,6,6,0,2,1508000
47,1,5,1,1,892000
219,10,10,0,1,2212000
125,5,5,0,2,1333000
101,4,12,1,2,1431000
144,6,11,1,1,1859000
103,4,3,1,1,1440000
99,4,11,1,2,1575000
106,4,3,1,1,1317000
51,2,4,0,0,617000
64,2,7,0,1,654000
80,3,3,1,2,1255000
89,3,10,1,2,1344000
174,8,1,0,2,2088000
149,6,7,0,2,1675000
96,4,9,1,0,1365000
188,8,6,0,0,1808000
116,5,5,1,2,1739000
131,6,11,1,2,1888000
193,9,5,1,1,2381000
168,7,10,0,1,1724000
80,3,10,0,1,938000
180,8,1,0,2,2059000
222,10,11,0,0,2309000
239,11,8,0,0,2364000
204,9,8,0,1,2143000
229,10,11,1,0,2571000
117,5,1,0,0,1344000
182,8,7,1,0,2063000
210,10,5,1,1,2496000
224,10,4,0,0,2313000
114,5,10,0,1,1357000
150,7,10,1,0,1765000
156,7,6,1,2,2057000
96,4,12,1,2,1456000
246,11,7,1,1,2776000
248,11,9,0,1,2543000
142,6,10,1,1,1718000
260,12,9,1,0,2852000
73,3,12,0,1,863000
121,5,7,1,2,1662000
157,7,11,0,0,1686000
209,9,10,0,0,2010000
242,11,5,0,2,2774000
188,8,7,1,1,2256000
65,2,10,0,1,772000
257,12,12,0,1,2680000
180,8,3,1,1,2192000
49,1,2,1,0,633000
153,7,9,0,1,1705000
51,2,1,0,0,747000
73,3,3,1,2,1184000
137,6,3,1,1,1713000
104,4,3,1,2,1465000
120,5,9,0,0,1332000
119,5,2,0,0,1328000
247,11,5,0,1,2498000
207,9,12,1,0,2234000
76,3,4,1,1,1108000
202,9,5,0,1,2114000
188,8,8,1,0,2101000
48,1,9,0,0,486000
188,8,9,0,1,1847000
120,5,4,1,2,1682000
57,2,4,0,0,549000
99,4,5,1,0,1327000
137,6,7,0,2,1665000
212,10,8,0,2,2295000
58,2,9,1,1,945000
218,10,8,1,1,2520000
95,4,9,1,0,1269000
116,5,5,1,1,1493000
209,9,6,1,2,2580000
193,9,4,0,0,2032000
118,5,1,0,1,1433000
252,12,6,1,1,2843000
135,6,5,0,2,1554000
137,6,5,0,2,1551000
241,11,9,1,0,2774000
181,8,10,1,1,2231000
217,10,4,0,2,2362000
221,10,9,0,0,2251000
109,4,11,0,1,1211000
55,2,12,1,0,890000
255,12,4,1,0,2883000
66,2,6,0,2,828000
42,1,9,0,1,498000
220,10,1,1,1,2576000
181,8,6,0,1,1931000
147,6,3,0,2,1744000
105,4,8,0,1,1204000
252,12,3,1,2,3020000
47,1,2,0,0,557000
144,6,6,0,0,1461000
174,8,10,1,0,2048000
163,7,7,0,1,1797000
219,10,2,1,1,2512000
251,12,9,1,2,3011000
148,6,5,0,2,1745000
91,4,5,0,1,1047000
240,11,7,0,1,2502000
196,9,10,1,0,2257000
150,7,1,0,1,1747000
83,3,8,1,1,1237000
227,10,2,1,0,2464000
77,3,4,1,2,1131000
47,1,9,0,1,588000
114,5,4,1,2,1508000
146,6,7,0,0,1468000
50,2,6,1,0,846000
107,4,10,0,2,1397000
184,8,10,0,1,2075000
201,9,3,0,1,2316000
102,4,4,1,0,1275000
208,9,11,1,1,2414000
185,8,11,1,2,2244000
108,4,4,1,1,1372000
247,11,10,1,0,2656000
90,4,5,0,2,1094000
190,9,2,1,1,2342000
185,8,8,1,1,2190000
85,3,6,0,2,992000
161,7,8,0,2,1844000
103,4,3,1,2,1454000
108,4,2,1,0,1358000
228,10,6,0,0,2282000
45,1,11,1,1,765000
244,11,1,0,0,2565000
44,1,2,0,1,611000
85,3,1,0,2,1158000
127,5,1,0,0,1394000
113,5,10,0,2,1470000
166,7,6,0,0,1629000
86,3,2,0,2,1214000
106,4,8,0,0,1032000
127,5,8,0,2,1414000
46,1,5,0,1,617000
152,7,4,1,2,1971000
241,11,6,1,2,2931000
168,7,2,1,0,1986000
224,10,8,1,2,2754000
137,6,1,1,2,1733000
223,10,7,1,2,2688000
159,7,10,1,1,2007000
105,4,11,1,0,1341000
83,3,4,1,2,1212000
136,6,5,1,1,1820000
227,10,8,0,2,2442000
144,6,10,1,0,1672000
73,3,3,0,0,847000
42,1,4,1,1,786000
216,10,5,0,1,2348000
63,2,3,0,1,868000
200,9,9,1,2,2494000
243,11,1,1,0,2678000
157,7,1,1,2,2110000
41,1,4,0,2,671000
118,5,2,0,0,1356000
136,6,4,1,1,1725000
151,7,2,0,2,1959000
51,2,4,1,0,785000
161,7,9,1,1,1986000
121,5,10,0,1,1352000
116,5,6,1,2,1617000
182,8,6,1,0,2026000
108,4,10,0,2,1323000
114,5,12,1,1,1569000
145,6,3,0,2,1715000
122,5,4,1,0,1472000
118,5,6,1,2,1588000
54,2,1,0,0,776000
147,6,7,1,2,1867000
212,10,10,1,1,2593000
69,2,2,0,0,849000
62,2,7,1,1,957000
146,6,12,0,0,1472000
247,11,5,0,1,2569000
110,5,3,0,0,1294000
118,5,2,0,2,1527000
139,6,5,1,2,1825000
66,2,8,1,1,1014000
225,10,9,1,1,2656000
255,12,5,1,2,2989000
73,3,8,0,2,1022000
171,8,10,1,2,2212000
160,7,9,1,1,1874000
256,12,1,0,1,2781000
225,10,8,1,2,2718000
108,4,2,1,0,1217000
244,11,8,0,0,2478000
159,7,8,1,0,1802000
254,12,6,1,1,2911000
254,12,2,0,0,2783000
121,5,7,0,1,1403000
165,7,7,0,0,1702000
248,11,9,0,0,2475000
222,10,10,1,0,2520000
178,8,5,1,1,2116000
201,9,7,0,2,2201000
218,10,1,0,1,2363000
216,10,8,0,2,2459000
251,12,3,1,1,2905000
66,2,2,0,1,864000
76,3,10,1,1,1062000
222,10,9,0,2,2467000
49,1,8,0,1,495000
144,6,2,0,0,1618000
164,7,5,1,0,1895000
245,11,11,0,1,2580000
89,3,12,1,1,1258000
81,3,9,1,0,1097000
114,5,3,1,1,1517000
101,4,6,1,0,1233000
222,10,12,1,2,2640000
71,3,4,1,2,1183000
117,5,5,1,0,1373000
189,8,11,1,2,2258000
75,3,10,0,0,852000
89,3,10,1,0,1046000
124,5,1,1,1,1594000
96,4,7,0,2,1306000
226,10,4,1,0,2504000
146,6,8,1,1,1859000
76,3,2,1,1,1132000
252,12,8,1,1,2921000
203,9,3,1,2,2345000
46,1,9,1,2,895000
233,11,10,1,2,2785000
83,3,11,1,0,1118000
172,8,10,1,0,2052000
248,11,9,1,0,2670000
94,4,3,0,0,1088000
227,10,3,1,1,2643000
86,3,10,1,1,1260000
165,7,2,0,2,1999000
169,7,6,1,2,2022000
257,12,2,0,1,2817000
155,7,3,1,0,1810000
98,4,1,1,2,1401000
168,7,3,0,2,1978000
50,2,7,1,2,994000
200,9,10,1,1,2496000
159,7,10,1,1,2039000
60,2,2,0,0,831000
138,6,8,0,2,1642000
132,6,4,0,1,1517000
47,1,2,1,2,920000
166,7,5,1,2,2067000
141,6,4,1,2,1879000
157,7,4,0,1,1698000
69,2,7,0,0,603000
207,9,10,0,1,2144000
199,9,10,0,1,1999000
142,6,4,1,1,1750000
156,7,4,0,2,1737000
46,1,3,1,1,775000
70,3,2,0,1,919000
95,4,1,0,0,1128000
119,5,7,0,1,1260000
160,7,2,1,0,1857000
42,1,10,0,0,465000
242,11,7,0,1,2506000
130,6,2,1,2,1792000
123,5,4,0,1,1319000
174,8,10,0,0,1820000
220,10,5,1,2,2692000
221,10,7,1,0,2415000
254,12,11,0,0,2657000
99,4,10,0,0,1062000
199,9,3,0,2,2409000
108,4,7,0,1,1208000
248,11,7,0,1,2654000
235,11,5,0,0,2498000
49,1,7,1,0,628000
162,7,7,0,1,1659000
233,11,12,0,0,2317000
176,8,10,0,2,1979000
44,1,10,0,1,541000
82,3,12,1,0,1102000
236,11,6,1,1,2685000
41,1,2,1,2,882000
217,10,8,0,2,2355000
228,10,6,0,2,2478000
80,3,7,0,0,851000
92,4,6,0,2,1197000
67,2,12,0,0,669000
132,6,8,1,2,1805000
129,5,3,1,0,1402000
158,7,5,1,1,1991000
148,6,10,0,1,1545000
69,2,7,1,2,1017000
136,6,8,0,2,1538000
195,9,9,1,2,2513000
80,3,7,0,1,1031000
109,4,2,0,0,1255000
258,12,3,0,0,2685000
195,9,11,0,2,2147000
128,5,1,1,0,1521000
134,6,6,0,2,1518000
136,6,7,1,1,1855000
259,12,5,1,0,2815000
257,12,9,0,1,2689000
67,2,1,0,1,891000
128,5,4,1,0,1547000
83,3,7,1,0,1162000
114,5,5,0,2,1332000
190,9,11,1,0,2206000
63,2,1,1,1,911000
225,10,1,0,0,2350000
145,6,11,1,1,1768000
150,7,11,0,2,1771000
202,9,1,1,0,2206000
105,4,9,0,0,1016000
243,11,9,0,2,2621000
232,11,3,1,1,2691000
234,11,1,0,1,2672000
241,11,10,0,1,2566000
255,12,9,0,2,2783000
181,8,4,1,0,1974000
168,7,1,1,1,2005000
46,1,4,0,2,627000
145,6,12,0,0,1453000
85,3,7,1,2,1246000
133,6,1,0,0,1497000
73,3,2,1,0,1009000
189,8,11,1,0,2077000
160,7,7,0,0,1588000
211,10,3,0,2,2516000
222,10,5,1,2,2681000
120,5,1,1,2,1624000
148,6,3,0,2,1785000
79,3,2,1,2,1209000
183,8,1,1,2,2319000
250,12,9,1,2,3014000
180,8,11,0,0,1820000
175,8,2,0,2,2096000
191,9,7,0,1,2095000
67,2,1,0,1,924000
147,6,5,1,0,1711000
59,2,11,0,0,674000
94,4,4,1,2,1450000
72,3,8,0,0,712000
220,10,2,0,1,2396000
121,5,4,1,0,1438000
114,5,7,1,2,1598000
117,5,6,1,2,1634000
90,4,6,0,1,1014000
184,8,3,1,1,2140000
61,2,12,0,2,780000
224,10,4,0,2,2458000
143,6,2,1,1,1755000
122,5,4,1,0,1460000
164,7,4,1,2,2003000
114,5,2,1,1,1462000
104,4,11,0,1,1171000
44,1,10,0,2,648000
176,8,7,0,2,2025000
179,8,6,1,0,2095000
196,9,11,1,2,2502000
165,7,9,1,2,2095000
96,4,3,0,2,1387000
81,3,4,0,0,875000
53,2,3,0,2,836000
83,3,7,1,0,1134000
190,9,6,0,0,1949000
152,7,10,1,0,1924000
141,6,10,1,2,1841000
100,4,2,0,0,1152000
232,11,3,1,2,2718000
88,3,3,1,0,1018000
47,1,10,0,0,428000
179,8,4,1,0,2042000
242,11,7,0,2,2672000
61,2,2,0,1,863000
50,2,7,1,0,755000
171,8,6,1,1,2167000
148,6,2,0,2,1759000
160,7,5,0,1,1766000
101,4,8,1,2,1476000
47,1,8,0,1,586000
257,12,2,0,2,2997000
179,8,7,1,0,1986000
144,6,5,0,2,1556000
189,8,1,1,0,2114000
162,7,1,1,0,1898000
107,4,3,0,2,1332000
256,12,12,1,0,2912000
185,8,5,0,1,1978000
66,2,1,0,0,779000
207,9,2,0,1,2333000
147,6,2,1,2,1791000
238,11,6,1,2,2840000
158,7,3,0,2,1878000
150,7,8,0,1,1654000
160,7,4,0,1,1752000
168,7,2,1,2,2073000
146,6,8,1,1,1751000
136,6,12,0,1,1457000
254,12,9,1,0,2958000
136,6,10,0,0,1486000
185,8,4,0,0,1793000
252,12,2,0,2,2841000
199,9,6,1,1,2352000
228,10,1,1,2,2667000
198,9,6,1,1,2462000
220,10,1,0,0,2315000
79,3,8,1,0,1042000
162,7,10,1,2,2124000
78,3,3,1,0,972000
227,10,3,0,2,2572000
91,4,5,1,2,1368000
164,7,8,1,2,2030000
124,5,2,1,2,1751000
207,9,10,1,2,2507000
181,8,3,1,1,2219000
217,10,11,1,1,2583000
219,10,2,0,0,2342000
58,2,10,1,2,1097000
138,6,3,1,2,1855000
121,5,11,1,1,1689000
110,5,2,1,2,1649000
116,5,2,1,0,1472000
111,5,5,1,1,1621000
206,9,2,1,2,2412000
180,8,4,0,1,1843000
220,10,8,0,1,2380000
71,3,12,0,0,805000
200,9,3,0,2,2292000
233,11,2,1,2,2906000
75,3,6,1,2,1293000
249,11,1,1,0,2730000
187,8,4,0,2,2096000
41,1,5,1,1,713000
199,9,3,0,1,2268000
167,7,4,1,2,2153000
167,7,9,1,2,2127000
92,4,11,1,1,1350000
159,7,6,0,2,1799000
124,5,2,1,0,1436000
234,11,2,1,2,2824000
192,9,1,0,2,2269000
226,10,7,0,1,2343000
248,11,2,1,1,2723000
99,4,11,0,0,981000
55,2,9,1,2,1029000
84,3,9,0,2,1109000
174,8,8,0,0,1795000
153,7,7,1,0,1797000
253,12,4,1,1,2897000
182,8,3,1,0,2043000
86,3,6,1,0,992000
256,12,7,0,2,2826000
122,5,2,1,1,1492000
119,5,9,1,1,1560000
45,1,5,0,1,638000
44,1,6,1,2,854000
236,11,11,0,1,2510000
115,5,11,0,1,1341000
203,9,10,0,2,2250000
95,4,11,0,0,1016000
167,7,6,0,2,1888000
55,2,10,1,0,903000
76,3,12,0,2,1097000
54,2,11,1,1,978000
117,5,4,0,2,1266000
216,10,5,0,1,2285000
258,12,9,0,1,2742000
255,12,5,1,0,2811000
222,10,2,1,0,2467000
256,12,2,0,1,2780000
103,4,8,0,0,1039000
189,8,8,0,2,2114000
158,7,5,0,2,1853000
131,6,2,1,2,1757000
244,11,11,1,2,2838000
183,8,3,0,1,2112000
136,6,7,0,2,1630000
232,11,3,1,2,2875000
253,12,12,1,0,2837000
87,3,3,0,1,1108000
207,9,11,1,0,2357000
135,6,6,0,0,1454000
205,9,6,1,1,2364000
82,3,9,1,0,1135000
146,6,8,0,0,1393000
230,11,11,1,0,2699000
246,11,9,0,0,2479000
56,2,11,0,1,728000
82,3,5,1,0,1097000
74,3,3,1,2,1114000
223,10,9,0,0,2177000
204,9,1,0,2,2282000
152,7,5,0,0,1575000
59,2,1,0,1,859000
249,11,7,1,1,2875000
60,2,10,1,2,1085000
41,1,4,1,0,704000
118,5,10,1,2,1710000
160,7,11,1,2,2115000
121,5,3,1,2,1626000
220,10,8,1,2,2672000
93,4,4,1,2,1471000
154,7,2,1,0,1844000
61,2,3,0,0,679000
74,3,9,0,0,776000
159,7,1,1,2,1978000
156,7,3,1,1,1877000
49,1,3,0,2,767000
122,5,6,0,1,1361000
213,10,11,0,0,2201000
115,5,3,1,1,1469000
92,4,1,0,2,1350000
83,3,10,0,2,939000
141,6,2,0,1,1679000
190,9,9,1,0,2202000
187,8,11,1,1,2134000
67,2,7,1,1,972000
240,11,12,0,0,2513000
121,5,2,0,0,1299000
248,11,9,1,1,2745000
140,6,12,1,1,1741000
49,1,7,0,0,425000
59,2,3,1,0,788000
157,7,3,0,0,1664000
205,9,8,0,2,2229000
178,8,7,0,1,1959000
148,6,12,1,1,1890000
204,9,3,1,2,2441000
236,11,11,1,0,2731000
64,2,11,1,1,956000
135,6,11,1,2,1830000
217,10,4,1,0,2464000
220,10,3,0,1,2371000
137,6,12,0,1,1441000
189,8,5,0,2,2084000
259,12,8,0,1,2633000
85,3,8,0,2,1071000
148,6,10,0,2,1706000
157,7,7,0,1,1580000
41,1,7,1,2,876000
197,9,11,0,0,2060000
260,12,11,0,0,2610000
96,4,1,1,2,1449000
186,8,12,0,1,1933000
126,5,7,0,2,1399000
240,11,11,1,0,2746000
138,6,9,1,2,1787000
54,2,4,1,0,851000
191,9,4,1,0,2226000
54,2,7,0,0,436000
224,10,6,1,2,2725000
224,10,6,1,1,2673000
52,2,2,0,0,783000
164,7,6,1,0,1850000
159,7,9,0,2,1766000
144,6,6,0,2,1554000
89,3,7,1,2,1267000
97,4,1,1,1,1434000
260,12,10,1,2,3170000
258,12,7,1,0,2950000
233,11,12,1,0,2600000
116,5,7,0,1,1202000
126,5,7,0,1,1351000
193,9,2,0,0,2134000
158,7,10,1,0,1920000
102,4,12,1,0,1269000
185,8,12,1,0,2124000
80,3,7,1,0,1033000
206,9,12,0,1,2296000
178,8,3,1,1,2089000
165,7,3,0,1,1895000
73,3,9,1,1,1133000
200,9,12,0,0,2033000
141,6,8,0,0,1415000
225,10,1,0,1,2524000
137,6,8,0,2,1622000
150,7,7,1,0,1891000
243,11,11,1,0,2711000
184,8,6,0,2,2035000
233,11,10,0,2,2581000
197,9,7,1,1,2349000
81,3,11,1,2,1325000
208,9,1,1,2,2551000
91,4,10,0,0,1010000
70,3,3,1,0,1022000
137,6,1,1,0,1586000
214,10,10,1,2,2631000
241,11,3,0,0,2580000
196,9,1,0,1,2201000
225,10,10,1,1,2597000
83,3,9,1,2,1308000
258,12,11,1,1,2950000
99,4,4,1,0,1296000
170,8,2,0,2,2062000
139,6,9,1,2,1816000
113,5,12,0,0,1191000
152,7,10,0,2,1813000
134,6,11,0,0,1457000
72,3,8,0,2,993000
209,9,9,0,2,2286000
241,11,7,1,1,2828000
153,7,10,0,1,1740000
63,2,5,0,0,576000
134,6,11,0,2,1567000
155,7,10,0,0,1579000
112,5,5,0,2,1279000
99,4,6,0,2,1180000
133,6,8,0,2,1462000
233,11,5,1,2,2950000
140,6,10,0,0,1450000
198,9,10,1,0,2234000
80,3,9,1,1,1222000
193,9,3,0,2,2271000
122,5,6,1,2,1785000
190,9,1,0,0,2108000
135,6,9,1,1,1848000
260,12,9,0,1,2722000
151,7,8,1,1,1907000
151,7,11,1,2,1958000
137,6,1,1,0,1744000
173,8,2,1,2,2300000
225,10,1,0,2,2576000
47,1,3,1,2,839000
114,5,11,0,2,1373000
42,1,10,1,1,868000
68,2,10,0,1,770000
179,8,1,0,0,1992000
249,11,6,1,2,2815000
240,11,3,1,1,2710000
74,3,12,1,2,1166000
119,5,10,1,1,1546000
252,12,6,1,2,2982000
137,6,1,1,1,1699000
109,4,9,0,0,1064000
93,4,4,0,1,1004000
47,1,4,1,0,732000
236,11,11,0,2,2583000
126,5,2,1,0,1436000
168,7,9,0,2,1892000
186,8,1,0,1,2075000
93,4,3,1,1,1412000
128,5,8,1,0,1500000
114,5,2,0,0,1263000
129,5,3,1,1,1507000
245,11,7,0,1,2526000
103,4,2,1,0,1207000
113,5,9,1,1,1576000
138,6,1,0,1,1629000
140,6,10,0,1,1623000
81,3,6,1,2,1270000
170,8,3,0,2,2152000
238,11,4,0,0,2450000
140,6,4,0,2,1751000
258,12,6,0,2,2787000
239,11,2,1,2,2817000
48,1,5,1,1,840000
90,4,7,0,0,904000
74,3,3,0,2,1073000
174,8,3,0,2,2174000
199,9,4,1,0,2223000
145,6,6,0,2,1642000
77,3,4,0,0,659000
194,9,8,1,0,2180000
242,11,5,1,1,2851000
152,7,5,1,1,1914000
81,3,3,0,0,890000
51,2,8,1,0,855000
191,9,3,0,1,2140000
241,11,3,1,1,2790000
195,9,11,0,2,2154000
199,9,11,0,1,2140000
77,3,3,1,1,1135000
215,10,7,1,2,2611000
208,9,4,0,1,2196000
112,5,10,0,0,1223000
231,11,11,1,2,2807000
224,10,6,0,1,2334000
77,3,8,0,0,814000
101,4,2,1,0,1234000
182,8,2,1,2,2247000
95,4,4,1,2,1440000
172,8,9,0,2,2028000
135,6,3,0,0,1565000
200,9,11,1,0,2356000
225,10,1,1,1,2591000
216,10,10,1,1,2596000
91,4,2,1,0,1254000
191,9,3,0,0,2044000
51,2,1,1,1,935000
67,2,9,0,1,793000
234,11,1,1,0,2668000
200,9,10,1,2,2393000
191,9,6,1,2,2424000
181,8,5,1,1,2152000
110,5,8,0,1,1168000
57,2,3,0,2,1020000
59,2,6,1,2,1028000
176,8,10,1,2,2214000
67,2,4,1,2,1116000
46,1,12,0,1,457000
89,3,8,1,2,1247000
41,1,7,0,0,443000
90,4,11,1,2,1375000
253,12,11,0,2,2901000
94,4,7,1,2,1355000
248,11,4,0,0,2503000
199,9,11,1,0,2197000
204,9,2,1,2,2421000
146,6,12,0,2,1671000
195,9,6,1,0,2170000
112,5,8,1,1,1573000
145,6,5,1,0,1600000
241,11,12,0,1,2600000
238,11,3,0,1,2725000
210,10,9,0,1,2261000
103,4,8,1,2,1396000
184,8,10,1,0,2028000
50,2,4,1,2,931000
102,4,8,1,0,1306000
210,10,10,0,1,2331000
74,3,6,0,2,960000
177,8,1,1,0,1976000
43,1,3,0,2,762000
168,7,11,0,0,1638000
171,8,7,1,1,2134000
187,8,10,1,1,2193000
116,5,2,0,0,1369000
237,11,11,1,1,2746000
237,11,1,1,2,2784000
245,11,12,1,1,2881000
138,6,12,1,0,1636000
83,3,7,1,0,1034000
74,3,1,0,2,1151000
58,2,8,1,1,967000
153,7,9,0,1,1675000
154,7,2,0,0,1631000
